order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,quantity,discount,sales_price,profit
2023-09-15,Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,TEC-PH-10001615,2,2.0,48.0,8.0
2023-12-28,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,OFF-ST-10003208,2,14.4,345.6,45.60000000000002
2022-11-15,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,OFF-PA-10000605,2,0.2,9.8,-0.1999999999999993
2022-05-30,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Phones,TEC-PH-10000560,9,56.7,1833.3,113.29999999999995
2023-11-07,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Storage,OFF-ST-10003455,5,2.4,57.6,7.600000000000001
2022-05-11,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,FUR-FU-10002937,5,16.0,384.0,34.0
2022-03-06,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Storage,OFF-ST-10001837,7,4.8,235.2,45.19999999999999
2022-11-26,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Art,OFF-AR-10004757,5,0.2,9.8,-0.1999999999999993
2023-08-29,Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Binders,OFF-BI-10004236,2,1.5,28.5,-1.5
2023-04-11,Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Appliances,OFF-AP-10000159,5,8.4,201.6,21.599999999999994
2022-11-21,Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Binders,OFF-BI-10003274,4,0.8,19.2,-0.8000000000000007
2022-12-21,Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Technology,Accessories,TEC-AC-10001013,5,6.0,144.0,24.0
2022-02-22,Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Storage,OFF-ST-10004963,1,0.4,19.6,-0.3999999999999986
2023-12-18,Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Labels,OFF-LA-10004409,2,0.5,9.5,-0.5
2022-02-04,Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Technology,Copiers,TEC-CO-10001046,2,28.0,1372.0,212.0
2023-02-08,Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,OFF-BI-10002824,2,0.3,9.7,-0.3000000000000007
2023-06-27,Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,OFF-BI-10001757,6,0.2,9.8,-0.1999999999999993
2023-09-12,Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Furniture,Chairs,FUR-CH-10004477,2,2.7,87.3,17.299999999999997
2022-11-10,Standard Class,Consumer,United States,Gresham,Oregon,97030,West,Office Supplies,Envelopes,OFF-EN-10003072,7,1.0,19.0,-1.0
2022-02-10,Standard Class,Consumer,United States,Gresham,Oregon,97030,West,Furniture,Chairs,FUR-CH-10003973,5,59.6,1430.4,10.400000000000091
2023-02-25,Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,OFF-EN-10001028,6,1.4,68.6,8.599999999999994
2023-01-17,Same Day,Corporate,United States,San Francisco,California,94109,West,Furniture,Furnishings,FUR-FU-10003829,3,0.4,9.6,-0.40000000000000036
2022-04-27,Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,OFF-PA-10002245,6,2.0,38.0,8.0
2022-02-01,Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,OFF-BI-10002215,3,0.6,19.4,-0.6000000000000014
2022-08-08,Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,OFF-BI-10003925,3,27.9,902.1,112.10000000000002
2022-08-28,First Class,Consumer,United States,Longmont,Colorado,80501,West,Furniture,Furnishings,FUR-FU-10002298,3,13.5,256.5,16.5
2022-12-05,First Class,Consumer,United States,Longmont,Colorado,80501,West,Furniture,Chairs,FUR-CH-10004853,4,9.6,470.4,10.399999999999977
2023-11-25,Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Furniture,Chairs,FUR-CH-10002880,2,4.0,196.0,26.0
2023-06-12,Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Furniture,Bookcases,FUR-BO-10004709,5,11.5,218.5,8.5
2023-12-13,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Supplies,OFF-SU-10004231,3,0.6,29.4,-0.6000000000000014
2022-06-06,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,FUR-FU-10000820,2,0.3,9.7,-0.3000000000000007
2022-04-12,Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,OFF-PA-10001736,2,2.8,67.2,7.200000000000003
2023-03-21,Standard Class,Corporate,United States,Denver,Colorado,80219,West,Office Supplies,Storage,OFF-ST-10003306,1,4.4,105.6,5.599999999999994
2023-08-06,Standard Class,Corporate,United States,Denver,Colorado,80219,West,Office Supplies,Binders,OFF-BI-10003707,8,2.0,38.0,8.0
2023-12-14,Standard Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Bookcases,FUR-BO-10003546,8,4.8,235.2,25.19999999999999
2022-06-11,Standard Class,Corporate,United States,Denver,Colorado,80219,West,Technology,Phones,TEC-PH-10000213,2,1.0,49.0,9.0
2022-07-05,Standard Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Furnishings,FUR-FU-10001488,6,10.2,499.8,29.80000000000001
2023-07-10,Standard Class,Corporate,United States,Denver,Colorado,80219,West,Technology,Phones,TEC-PH-10004833,6,1.2,58.8,-1.2000000000000028
2023-05-12,Standard Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Chairs,FUR-CH-10002335,5,45.5,864.5,84.5
2023-12-28,Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Technology,Phones,TEC-PH-10001128,6,14.4,705.6,105.60000000000002
2022-06-03,Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Technology,Phones,TEC-PH-10004667,7,15.2,744.8,94.79999999999995
2023-11-25,Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,OFF-BI-10004817,5,0.3,9.7,-0.3000000000000007
2022-12-12,Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,OFF-BI-10004140,1,0.0,0.0,0.0
2022-04-23,First Class,Corporate,United States,Houston,Texas,77036,Central,Furniture,Furnishings,FUR-FU-10004671,3,0.4,19.6,-0.3999999999999986
2022-02-08,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Envelopes,OFF-EN-10002592,3,0.6,29.4,9.399999999999999
2023-04-19,Standard Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10004447,6,16.6,813.4,83.39999999999998
2023-09-25,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10003669,3,0.2,9.8,-0.1999999999999993
2022-10-17,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10000223,4,1.5,28.5,-1.5
2022-03-11,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Bookcases,FUR-BO-10004467,7,10.5,339.5,49.5
2022-03-27,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,OFF-AR-10000716,5,0.8,19.2,-0.8000000000000007
2023-06-17,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,OFF-PA-10003641,6,3.2,156.8,6.800000000000011
2023-05-02,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Binders,OFF-BI-10004519,3,15.0,485.0,15.0
2022-08-06,Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Appliances,OFF-AP-10002518,3,21.2,508.8,38.80000000000001
2022-08-28,Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Paper,OFF-PA-10000806,3,8.5,161.5,11.5
2023-07-19,Standard Class,Consumer,United States,Long Beach,New York,11561,East,Furniture,Furnishings,FUR-FU-10003142,6,1.5,28.5,8.5
2022-11-30,First Class,Consumer,United States,Lancaster,Pennsylvania,17602,East,Furniture,Chairs,FUR-CH-10000454,1,6.8,163.2,3.1999999999999886
2023-11-14,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Bookcases,FUR-BO-10003894,4,8.0,192.0,2.0
2022-07-22,First Class,Home Office,United States,Denver,Colorado,80219,West,Technology,Accessories,TEC-AC-10001714,2,2.4,57.6,-2.3999999999999986
2022-12-14,Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,FUR-CH-10001190,4,22.0,418.0,8.0
2023-08-01,Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Bookcases,FUR-BO-10000468,1,1.5,48.5,-1.5
2023-04-30,First Class,Corporate,United States,Houston,Texas,77070,Central,Technology,Accessories,TEC-AC-10001998,3,2.5,47.5,-2.5
2022-12-20,First Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Paper,OFF-PA-10001534,4,0.4,19.6,-0.3999999999999986
2023-04-26,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,OFF-AR-10003045,9,0.9,29.1,9.100000000000001
2022-07-10,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,OFF-PA-10001363,4,2.0,48.0,-2.0
2022-07-25,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Fasteners,OFF-FA-10002280,3,0.6,19.4,-0.6000000000000014
2022-11-03,Standard Class,Corporate,United States,Newport News,Virginia,23602,South,Office Supplies,Storage,OFF-ST-10003479,5,3.8,186.2,16.19999999999999
2022-10-02,Standard Class,Corporate,United States,Newport News,Virginia,23602,South,Furniture,Tables,FUR-TA-10004607,4,23.6,566.4,26.399999999999977
2022-03-16,Standard Class,Corporate,United States,Newport News,Virginia,23602,South,Office Supplies,Art,OFF-AR-10001022,1,0.0,0.0,0.0
2023-07-05,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Storage,OFF-ST-10004186,2,11.0,209.0,-1.0
2023-06-12,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,TEC-AC-10000865,4,12.0,228.0,8.0
2023-11-20,Second Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Accessories,TEC-AC-10000023,2,0.8,39.2,9.200000000000003
2023-03-28,Second Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Phones,TEC-PH-10001750,1,1.0,49.0,-1.0
2023-05-16,First Class,Home Office,United States,Omaha,Nebraska,68104,Central,Furniture,Chairs,FUR-CH-10004997,3,28.0,532.0,52.0
2022-11-27,Second Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Appliances,OFF-AP-10000275,8,131.5,2498.5,398.5
2022-08-20,Second Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Art,OFF-AR-10004999,3,0.6,19.4,-0.6000000000000014
2022-09-03,First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,OFF-ST-10003816,3,8.4,411.6,31.600000000000023
2023-01-16,Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Chairs,FUR-CH-10003968,2,3.9,126.1,26.099999999999994
2022-03-09,Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Technology,Phones,TEC-PH-10000730,7,105.0,3395.0,245.0
2023-06-01,Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Labels,OFF-LA-10004409,5,0.4,9.6,-0.40000000000000036
2022-02-26,Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,OFF-PA-10000675,3,2.4,117.6,17.599999999999994
2022-08-13,Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Art,OFF-AR-10001573,4,0.2,9.8,-0.1999999999999993
2023-06-25,Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Binders,OFF-BI-10001597,3,3.6,116.4,6.400000000000006
2023-08-22,Standard Class,Consumer,United States,Roseville,California,95661,West,Furniture,Furnishings,FUR-FU-10001196,3,1.0,19.0,-1.0
2022-04-05,Standard Class,Consumer,United States,Rockford,Illinois,61107,Central,Office Supplies,Art,OFF-AR-10004602,7,6.5,123.5,3.5
2022-09-29,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,FUR-FU-10000260,9,2.4,57.6,-2.3999999999999986
2022-04-30,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,FUR-CH-10001146,2,2.8,67.2,7.200000000000003
2022-07-14,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,OFF-AR-10000896,3,0.4,9.6,-0.40000000000000036
2023-04-21,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,FUR-CH-10000309,3,17.8,872.2,142.20000000000005
2022-11-10,Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Binders,OFF-BI-10001989,7,4.5,145.5,25.5
2023-03-30,Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Binders,OFF-BI-10001036,4,1.6,38.4,-1.6000000000000014
2022-08-08,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Technology,Phones,TEC-PH-10002103,3,4.6,225.4,25.400000000000006
2022-11-01,Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Art,OFF-AR-10001473,2,0.5,9.5,-0.5
2023-11-28,Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Art,OFF-AR-10000411,3,2.0,38.0,8.0
2022-01-04,Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Paper,OFF-PA-10000246,5,0.8,39.2,9.200000000000003
2022-05-28,Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Technology,Machines,TEC-MA-10004086,5,1.5,28.5,-1.5
2022-03-30,Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Paper,OFF-PA-10003039,6,3.0,147.0,7.0
2022-02-07,Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Technology,Accessories,TEC-AC-10004633,10,1.2,58.8,8.799999999999997
2023-08-24,Standard Class,Corporate,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,OFF-PA-10000289,2,0.5,9.5,-0.5
2023-02-20,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,FUR-FU-10003247,3,1.2,28.8,-1.1999999999999993
2023-10-30,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,FUR-FU-10002191,2,0.5,9.5,-0.5
2023-12-07,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,OFF-ST-10001496,9,52.0,1248.0,78.0
2023-05-04,First Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,OFF-ST-10000585,2,10.4,249.6,9.599999999999994
2023-12-02,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,OFF-PA-10001166,4,1.5,28.5,-1.5
2022-12-23,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,OFF-AR-10003651,7,1.0,19.0,-1.0
2022-03-30,First Class,Consumer,United States,Moreno Valley,California,92553,West,Office Supplies,Paper,OFF-PA-10001800,3,0.4,19.6,-0.3999999999999986
2023-12-29,First Class,Consumer,United States,Garden City,Kansas,67846,Central,Office Supplies,Paper,OFF-PA-10000791,2,0.3,9.7,-0.3000000000000007
2022-08-25,First Class,Consumer,United States,Garden City,Kansas,67846,Central,Office Supplies,Fasteners,OFF-FA-10000134,1,0.4,9.6,-0.40000000000000036
2023-08-12,First Class,Consumer,United States,Garden City,Kansas,67846,Central,Office Supplies,Art,OFF-AR-10001149,2,0.3,9.7,-0.3000000000000007
2023-05-25,Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,FUR-FU-10000010,3,0.4,9.6,-0.40000000000000036
2023-05-17,Standard Class,Corporate,United States,Orlando,Florida,32839,South,Office Supplies,Binders,OFF-BI-10000201,9,0.3,9.7,-0.3000000000000007
2022-08-06,Standard Class,Consumer,United States,Watertown,New York,13601,East,Office Supplies,Paper,OFF-PA-10001776,2,0.6,19.4,-0.6000000000000014
2023-10-30,Standard Class,Consumer,United States,Watertown,New York,13601,East,Office Supplies,Binders,OFF-BI-10003656,5,34.0,646.0,86.0
2023-11-05,First Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Tables,FUR-TA-10001539,1,3.8,186.2,36.19999999999999
2022-08-01,First Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Phones,TEC-PH-10004100,5,2.8,67.2,7.200000000000003
2022-08-30,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Phones,TEC-PH-10001580,5,16.2,523.8,63.799999999999955
2022-02-20,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,FUR-CH-10002335,4,29.2,700.8,10.799999999999955
2022-04-22,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Art,OFF-AR-10004707,3,0.5,9.5,-0.5
2023-12-14,Standard Class,Home Office,United States,Newark,Delaware,19711,East,Office Supplies,Appliances,OFF-AP-10000576,1,2.0,38.0,-2.0
2022-05-23,Second Class,Home Office,United States,Detroit,Michigan,48234,Central,Office Supplies,Appliances,OFF-AP-10001394,5,17.0,833.0,103.0
2023-12-17,Second Class,Home Office,United States,Detroit,Michigan,48234,Central,Furniture,Furnishings,FUR-FU-10003724,9,4.0,76.0,6.0
2023-09-04,Second Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Appliances,OFF-AP-10002867,6,16.5,313.5,53.5
2023-02-18,Second Class,Corporate,United States,Phoenix,Arizona,85023,West,Technology,Accessories,TEC-AC-10002718,2,1.0,19.0,-1.0
2023-04-19,Second Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Labels,OFF-LA-10003121,5,0.4,19.6,-0.3999999999999986
2023-09-15,First Class,Home Office,United States,Brownsville,Texas,78521,Central,Office Supplies,Envelopes,OFF-EN-10002230,5,13.6,326.4,26.399999999999977
2022-02-24,First Class,Home Office,United States,Brownsville,Texas,78521,Central,Technology,Phones,TEC-PH-10001819,7,5.0,245.0,15.0
2023-07-28,First Class,Home Office,United States,Brownsville,Texas,78521,Central,Furniture,Chairs,FUR-CH-10002304,7,5.2,124.8,14.799999999999997
2023-10-11,Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,FUR-CH-10002602,8,24.2,1185.8,135.79999999999995
2023-12-06,Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Binders,OFF-BI-10002414,1,0.2,9.8,-0.1999999999999993
2022-03-23,Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Art,OFF-AR-10003696,1,0.6,29.4,-0.6000000000000014
2023-01-24,Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,FUR-CH-10004495,1,6.0,294.0,54.0
2022-10-12,Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,FUR-CH-10001270,3,5.2,254.8,14.800000000000011
2023-11-28,Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Art,OFF-AR-10001615,3,1.8,58.2,-1.7999999999999972
2023-08-05,Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Envelopes,OFF-EN-10003286,7,1.8,58.2,8.200000000000003
2023-12-07,Standard Class,Corporate,United States,Newark,Delaware,19711,East,Furniture,Bookcases,FUR-BO-10003660,2,17.6,422.4,42.39999999999998
2022-08-01,Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Paper,OFF-PA-10002764,6,3.5,66.5,6.5
2023-05-10,First Class,Home Office,United States,Pueblo,Colorado,81001,West,Technology,Machines,TEC-MA-10001695,6,14.0,686.0,66.0
2023-12-24,First Class,Home Office,United States,Pueblo,Colorado,81001,West,Office Supplies,Binders,OFF-BI-10002824,4,1.0,19.0,-1.0
2022-09-25,First Class,Home Office,United States,Pueblo,Colorado,81001,West,Office Supplies,Binders,OFF-BI-10002571,4,0.4,9.6,-0.40000000000000036
2023-07-13,First Class,Home Office,United States,Pueblo,Colorado,81001,West,Technology,Accessories,TEC-AC-10001553,5,3.5,66.5,6.5
2022-10-13,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Chairs,FUR-CH-10003973,3,44.5,845.5,65.5
2022-09-14,Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Technology,Machines,TEC-MA-10002073,2,65.0,1235.0,75.0
2023-06-10,First Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Binders,OFF-BI-10003529,2,0.0,0.0,0.0
2023-10-23,First Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Chairs,FUR-CH-10000309,4,54.0,1296.0,66.0
2023-10-01,Standard Class,Corporate,United States,Marion,Ohio,43302,East,Furniture,Tables,FUR-TA-10004154,9,62.0,1488.0,28.0
2022-05-23,Standard Class,Corporate,United States,Marion,Ohio,43302,East,Office Supplies,Envelopes,OFF-EN-10003286,3,1.0,19.0,-1.0
2022-10-23,First Class,Consumer,United States,Dallas,Texas,75081,Central,Technology,Accessories,TEC-AC-10001552,3,2.4,117.6,17.599999999999994
2022-02-14,First Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Storage,OFF-ST-10002790,2,4.8,115.2,5.200000000000003
2023-01-27,Standard Class,Corporate,United States,Huntsville,Alabama,35810,South,Office Supplies,Art,OFF-AR-10003217,4,1.0,19.0,-1.0
2022-11-24,Second Class,Consumer,United States,Las Vegas,Nevada,89115,West,Furniture,Furnishings,FUR-FU-10002813,4,2.4,77.6,7.599999999999994
2022-04-19,Second Class,Consumer,United States,Las Vegas,Nevada,89115,West,Office Supplies,Paper,OFF-PA-10003848,4,0.6,29.4,-0.6000000000000014
2023-10-06,Same Day,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Appliances,OFF-AP-10000240,2,4.4,105.6,5.599999999999994
2023-06-03,Same Day,Home Office,United States,Los Angeles,California,90049,West,Furniture,Furnishings,FUR-FU-10004091,4,7.6,182.4,12.400000000000006
2022-01-30,First Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Binders,OFF-BI-10001071,4,3.2,76.8,6.799999999999997
2022-08-13,Standard Class,Corporate,United States,Fremont,Nebraska,68025,Central,Office Supplies,Binders,OFF-BI-10003676,5,2.5,47.5,7.5
2022-12-29,Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Furnishings,FUR-FU-10004864,3,2.4,77.6,7.599999999999994
2022-10-20,Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,OFF-BI-10003708,7,0.4,9.6,-0.40000000000000036
2022-12-21,First Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Art,OFF-AR-10002067,5,3.0,97.0,17.0
2022-06-15,Standard Class,Consumer,United States,Asheville,North Carolina,28806,South,Office Supplies,Art,OFF-AR-10003158,5,1.0,19.0,-1.0
2022-03-29,Standard Class,Corporate,United States,Bossier City,Louisiana,71111,South,Furniture,Furnishings,FUR-FU-10000193,4,6.5,123.5,3.5
2022-07-20,Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Binders,OFF-BI-10000977,1,0.6,29.4,-0.6000000000000014
2022-08-05,Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Technology,Copiers,TEC-CO-10001449,9,216.0,5184.0,864.0
2023-08-04,Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Storage,OFF-ST-10000136,3,3.6,116.4,16.400000000000006
2022-08-17,Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,OFF-PA-10000743,6,1.6,38.4,8.399999999999999
2023-12-17,Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,OFF-PA-10001019,3,2.4,57.6,-2.3999999999999986
2023-08-02,Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Technology,Accessories,TEC-AC-10003095,2,10.4,249.6,9.599999999999994
2023-08-07,Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Furniture,Bookcases,FUR-BO-10002916,1,6.8,163.2,13.199999999999989
2023-03-03,Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Furniture,Furnishings,FUR-FU-10002506,3,2.0,38.0,8.0
2022-11-18,Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,OFF-PA-10003823,5,4.5,145.5,15.5
2023-08-05,Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Furniture,Tables,FUR-TA-10004619,4,13.5,436.5,56.5
2022-10-27,Second Class,Consumer,United States,Rancho Cucamonga,California,91730,West,Office Supplies,Appliances,OFF-AP-10001271,3,7.5,142.5,2.5
2023-10-19,Same Day,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Accessories,TEC-AC-10002331,3,0.6,19.4,-0.6000000000000014
2023-06-02,Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,OFF-PA-10003228,4,4.0,196.0,36.0
2023-03-19,Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,OFF-PA-10002586,3,0.5,9.5,-0.5
2022-01-29,Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Technology,Accessories,TEC-AC-10002049,4,67.6,1622.4,222.4000000000001
2022-01-11,Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Furniture,Bookcases,FUR-BO-10000362,2,10.2,329.8,19.80000000000001
2023-06-15,Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Furniture,Chairs,FUR-CH-10004218,6,24.4,585.6,45.60000000000002
2023-11-30,First Class,Home Office,United States,Midland,Michigan,48640,Central,Office Supplies,Appliances,OFF-AP-10003779,1,3.8,186.2,36.19999999999999
2023-12-31,First Class,Home Office,United States,Midland,Michigan,48640,Central,Office Supplies,Binders,OFF-BI-10003527,3,114.3,3695.7,535.6999999999998
2022-05-20,Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders,OFF-BI-10002897,9,1.2,28.8,-1.1999999999999993
2022-08-01,Standard Class,Consumer,United States,Rochester,New York,14609,East,Technology,Phones,TEC-PH-10002584,1,31.5,598.5,68.5
2022-02-24,Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Furniture,Tables,FUR-TA-10001095,9,47.1,1522.9,82.90000000000009
2023-04-19,Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Binders,OFF-BI-10004002,1,0.8,19.2,-0.8000000000000007
2023-09-04,Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Technology,Accessories,TEC-AC-10004518,8,4.8,155.2,25.19999999999999
2023-10-30,First Class,Corporate,United States,Suffolk,Virginia,23434,South,Office Supplies,Appliances,OFF-AP-10002191,3,9.0,171.0,31.0
2023-03-28,First Class,Corporate,United States,Suffolk,Virginia,23434,South,Furniture,Tables,FUR-TA-10004575,3,43.5,826.5,126.5
2022-03-28,First Class,Corporate,United States,Suffolk,Virginia,23434,South,Office Supplies,Paper,OFF-PA-10003177,2,0.4,9.6,-0.40000000000000036
2022-09-27,Standard Class,Consumer,United States,Brentwood,California,94513,West,Office Supplies,Labels,OFF-LA-10003923,6,3.6,86.4,6.400000000000006
2022-05-18,Standard Class,Consumer,United States,Brentwood,California,94513,West,Technology,Phones,TEC-PH-10001051,4,12.8,307.2,27.19999999999999
